CFS Account Number,Account Name,Account Identifier,Current,1-30 Days,31-60 Days,61-90 Days,91-120 Days,121-150 Days,151-180 Days,>180 Days,Total Outstanding,Report Date
"PR000728","CAMPBELL CITY SCHOOLS","SF00022596","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000729","BROCKTON PUBLIC SCHOOLS","SF00022685","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000730","OCEANSIDE UNIFIED SCHOOL DISTRICT","SF00022369","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000731","CADDO PARISH SHERIFF'S OFFICE DISPATCH","SF00022674","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000732","PERRY COUNTY JOBS AND FAMILY SERVICES/TRANSIT","SF00022235","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000733","CENTRAL VALLEY AG","SF00005810","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000734","PENNRIDGE SCHOOL DISTRICT","SF00022433","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000735","FAMILY RESOURCE & REFERRAL, INC.","SF00022379","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000736","LUCKYSTAR CASINO","SF00022398","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000737","FOLLETT #1283-GLENDALE CC BOOKSTORE","SF00022469","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000738","TOWNSHIP OF DENVILLE FIRE DEPARTMENT","SF00022825","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000739","DC PUBLIC SCHOOLS","SF00019007","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000740","PALMER FLORIDA BOOKSTORE","SF00022919","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000741","SHARE, INC.","SF00022702","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000742","LAS VEGAS CITY SCHOOLS","SF00022986","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000743","PRINCETON RECREATION DEPT","SF00006840","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000744","DEAN COLLEGE BOOKSTORE","SF00022933","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","-$33.84","-$33.84","01/03/2022"
"PR000745","NEWTON USD 373","SF00022951","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000746","ST. CHARLES COUNTY PUBLIC HEALTH DEPARTMENT","SF00022932","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000747","BIDWELL TRAINING CENTER","SF00023037","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000748","TOLLES CAREER AND TREASURER'S OFFICE","SF00023121","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000749","ADDISON CENTRAL SCHOOL","SF00023005","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000750","SENECA NATION OF INDIANS EARLY CHILDHOOD LEARNING","SF00020816","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000751","CITY OF EL PASO - PARKS & REC DEPT","SF00023049","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000752","INTERNATIONAL SCHOOLS SERVICES","SF00022636","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000753","KENNEDY HEALTH SYSTEM","SF00023266","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000754","ST. ODILIA SCHOOL","SF00020910","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000755","HAVERHILL HIGH SCHOOL ATHLETICS DEPT.","SF00023152","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000756","FOLLETT HIGHER EDUCATION GROUP #2046","SF00023111","$80.68","-$63.75","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$16.93","01/03/2022"
"PR000757","OWL BOOKSHOP-CITRUS COLLEGE","SF00023091","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000758","FREMONT COUNTY SCHOOL DISTRICT #1","SF00023154","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000759","TULSA PUBLIC SCHOOLS","SF00022844","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000760","CSUN CAMPUS STORE - FOLLETT # 0150","SF00023370","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000761","CDI SERVING STARR/ZAPATA","SF00022784","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000762","NORWALK-LA MIRADA UNIFIED SCHOOL DISTRICT","SF00022886","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000763","WASHINGTON COUNTY SCHOOL DISTRICT","SF00023028","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000764","FOLLETT STORE #0093","SF00023469","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000765","HARBOR SPRINGS PUBLIC SCHOOLS","SF00023230","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000766","YMCA OF METRO CHICAGO_1","SF00023261","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000767","COLUMBIA COLLEGE BOOKSTORE (BARNES & NOBLE #0789)","SF00023364","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000768","FOLLETT STORE #1238","SF00023426","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000769","TEXAS JUVENILE JUSTICE DEPT. TAMAYO HOUSE","SF00022660","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000770","C-HCCAA","SF00023299","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000771","J. STERLING MORTON HIGH SCHOOL","SF00023277","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000772","FREEHOLD REGIONAL HIGH SCHOOL DISTRICT","SF00020550","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000773","MARIMN HEALTH FORMERLY BENEWAH MEDICAL CENTER","SF00023435","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000774","ARKANSAS STATE UNIVERSITY BEEBE BOOKSTORE","SF00023512","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000775","FRANKLIN CENTRAL HIGH SCHOOL","SF00023559","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000776","BARNES & NOBLE COLLEGE BKST #536","SF00023311","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000777","BARNES & NOBLE #0095","SF00023305","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000778","CAMPUS BOOK & SUPPLY","SF00023405","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000779","SAN JACINTO COLLEGE","SF00023772","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000780","MILLENNIUM COMMUNITY SCHOOL","SF00023591","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000781","NORTH BRUNSWICK TOWNSHIP BOARD OF EDUCATION","SF00023754","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000782","WAKE COUNTY PUBLIC SCHOOL SYSTEM","SF00023632","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000783","ROSE STATE COLLEGE BOOKSTORE","SF00023129","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000784","ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE","SF00024006","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000785","B&N #681","SF00023527","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$1224.57","$1224.57","01/03/2022"
"PR000786","WEST ORANGE BOARD OF EDUCATION","SF00023955","$85.95","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$85.95","01/03/2022"
"PR000787","HARRIS COUNTY","SF00022485","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000788","SAN JOAQUIN COUNTY OFFICE OF EDUCATION_1","SF00022725","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000789","BERLIN BOROUGH SCHOOL DISTRICT","SF00024007","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000790","BARNES&NOBLE OCC BOOKSTORE","SF00023183","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000791","ASPEN VALLEY HOSPITAL","SF00023618","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000792","CAPE COD REGIONAL TECHNICAL HIGH SCHOOL","SF00024088","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000793","CITY OF PIGEON FORGE COMMUNITY CENTER","SF00024056","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000794","MARYLAND NATIONAL CAPITAL PARK AND PLANNING COMM","SF00024153","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000795","THE PRAIRIE SCHOOL","SF00024095","$239.89","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$239.89","01/03/2022"
"PR000796","OWINGS MILLS PANCAKES INC. (IHOP)","SF00024146","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000797","MADISON BOARD OF EDUCATION","SF00023980","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000798","MADISON PUBLIC SCHOOLS","SF00023927","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000799","FRANKLIN COUNTY COURT OF COMMON PLEAS","SF00024067","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000800","MIDTOWN ATHLETIC CLUB","SF00024308","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000801","HORACE MANN SCHOOL","SF00024157","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000802","YSU BOOKSTORE/BARNES&NOBLE# 8197","SF00024011","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000803","PORTERVILLE UNIFIED SCHOOL DISTRICT","SF00024083","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000804","RICE LAKE AREA SCHOOL DISTRICT","SF00024123","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000805","GALLIA-JACKSON-VINTON JOINT VOCATIONAL SCHOOL DIST","SF00024326","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000806","CITY OF INDIAN HARBOUR BEACH","SF00006638","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000807","MONROE COMMUNITY COLLEGE BOOKSTORE","SF00023981","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000808","FOLLETT STORE 1312","SF00024459","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000809","U.S. ATTORNEY'S OFFICE","SF00024469","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000810","OHIO UNIVERSITY CAMPUS RECREATION","SF00023993","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000811","BARNES AND NOBLE AT USM","SF00024165","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000812","BCC BOOKSTORE - FOLLETT #1003","SF00024385","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000813","MGP INGREDIENTS, INC.","SF00024128","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000814","UMBRA GROUP","SF00024315","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000815","BLOOMINGTON HIGH SCHOOL SOUTH / MCCSC","SF00024367","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000816","CENTENNIAL HIGH SCHOOL","SF00024438","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000817","GREAT CIRCLE","SF00024481","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000818","UTICA HIGH SCHOOL","SF00024557","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000819","TWIN LAKES SCHOOL CORPORATION","SF00024585","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000820","MARENGO COUNTY BOARD OF EDUCATION","SF00024703","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000821","FOLLETT 1741","SF00024617","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000822","UTICA COMMUNITY SCHOOLS","SF00024659","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000823","MAVERICK BOOKSTORE","SF00024820","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000824","MARION COUNTY BOARD OF DEVELOPMENTAL DISABILITIES","SF00024813","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000825","NORWALK LA MIRADA UNIFIED SCHOOL DISTRICT","SF00024852","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000826","COLLIN COLLEGE BKST BNC8222","SF00024615","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000827","EL DORADO UNION HIGH SCHOOL DISTRICT","SF00024622","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000828","BURLINGTON COUNTY INSTITUTE OF TECHNOLOGY","SF00024765","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000829","HIGHLAND COMMUNITY COLLEGE BOOKSTORE","SF00024982","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000830","PITTSGROVE TOWNSHIP SCHOOLS","SF00024840","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000831","CEDAR CLIFF LOCAL SCHOOL  DISTRICT","SF00025032","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000832","CEDAR CLIFF LOCAL SCHOOL DISTRICT","SF00025130","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000833","LAUDERDALE COUNTY BOARD OF EDUCATION","SF00025175","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000834","BURLINGTON COUNTY COMMUNITY ACTION PROGR","SF00025013","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000835","AMIKIDS ORLANDO","SF00024962","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000836","FOLLETT STORE #1333 WESTERN MICHIGAN UNIVERSITY","SF00025182","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000837","MURRAY STATE UNIVERSITY","SF00025232","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000838","BRECK SCHOOL","SF00024956","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000839","PLEASANT VALLEY SCHOOL DISTRICT","SF00024896","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000840","QUAD/GRAPHICS, INC.","SF00025305","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000841","AUGUSTINE CASINO","SF00024998","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000843","OVERBROOK HIGH SCHOOL","SF00025274","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000844","HILTON HAWAIIAN VILLAGE","SF00024503","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000846","PLYMOUTH STATE UNIVERSITY BOOKSTORE","SF00025290","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000847","MARLINGTON LOCAL SCHOOLS","SF00024875","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000848","WARSAW COMMUNITY SCHOOLS","SF00013486","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000849","AMERIQUAL FOODS","SF00025263","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000850","THE AGRICULTURAL AND LABOR PROGRAM, INC.","SF00024873","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000851","BARNES & NOBLE 8221","SF00024771","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000852","FISHER SCIENTIFIC","SF00025421","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000853","NOBLESVILLE SCHOOL","SF00025482","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000854","ALLEN & OVERY LLP","SF00023963","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000855","FOLLETT STORE #1525","SF00025385","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000856","BRINDERSON CONSTRUCTORS INC","SF00025398","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000857","FOLLETT STORE #157","SF00025770","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000858","FOLLETT #1151","SF00025431","$409.05","$0.00","-$136.50","$0.00","$0.00","$0.00","$0.00","-$136.57","$135.98","01/03/2022"
"PR000859","YMCA OF GREATER CLEVELAND_1","SF00025664","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000860","FOLLETT #1732","SF00025548","$214.21","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$214.21","01/03/2022"
"PR000861","GREENEVIEW HIGH SCHOOL","SF00024785","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000862","COLUMBIA METRO AIRPORT DPS","SF00025556","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000863","UNIVERSITY STORE","SF00025599","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000864","GUADALUPE COUNTY JUVENILE SERVICES","SF00025531","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000865","FOLLETT #389","SF00025702","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000866","WHIDDON-ROGERS EDUCATION CENTER","SF00024695","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000867","PORT WASHINGTON UFSD","SF00025732","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000868","GEFFEN ACADEMY AT UCLA","SF00025769","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000869","DARIEN PUBLIC SCHOOLS","SF00025990","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000870","PLAQUEMINES PARISH SCHOOL BOARD","SF00026138","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000871","REGIONAL SCHOOL DIST 12","SF00024409","$0.00","$15.71","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$15.71","01/03/2022"
"PR000872","FOLLETT STORE #0861 ACADEMY BOOKSTORE-ME MARITIME","SF00026097","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000873","HIJAS DE LA CARIDAD","SF00025903","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000874","FLOYD COUNTY SCHOOLS_1","SF00026098","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000875","JOHNSTON COUNTY PUBLIC SCHOOLS","SF00026106","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000876","PHILLIPS BOOKSTORE","SF00025534","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000877","MCNEESE STATE UNIVERSITY","SF00025869","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000878","RESCARE KANSAS, INC. GOODLAND","SF00026222","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000879","NEW HAVEN PUBLIC SCHOOLS","SF00025768","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000880","WALLINGFORD HEALTH DEPARTMENT","SF00026100","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000881","BARNES AND NOBLE #289","SF00026173","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000882","ERIE 1 BOCES","SF00026223","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000883","VERNON HILLS HIGH SCHOOL","SF00025600","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000884","KENOSHA UNIFIED SCHOOL DISTRICT","SF00025881","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000885","BATH LOCAL SCHOOL DISTRICT","SF00026208","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000886","TIPTON HIGH SCHOOL","SF00026154","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000887","OAKVILLE HIGH SCHOOL","SF00026169","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000888","ELIZABETHTOWN BOARD OF EDUCATION","SF00026289","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000889","RIDGEFIELD PUBLIC SCHOOLS","SF00028332","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR000890","CUMBERLAND VALLEY SCHOOL DISTRICT","SF00026109","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
